User,Tweet,Date
Chris Lau,"Democratic Party chairman Lo Kin-hei expresses fear for more crackdown to come. “This is not the first and certainly not the last,” he says https://t.co/r1P41zwOdn",2021-03-01 02:49:50
Chris Lau,"Figo Chan, convenor of @chrf_hk, says the prosecutions this time is no longer just to create a sense of “white terror”. It is a direct attempt to silence voices,” he says https://t.co/Ae6ZR3ZBbC",2021-03-01 01:46:36
Chris Lau,"At West Kowloon Court, 47 HK opposition figures will be brought here to face subversion charges under the national security law for the “35-plus plan” and the unofficial primary elections they held. Supporters hold banners, calling for “release of all political prisoners” https://t.co/FqLWLybuDg",2021-03-01 01:44:14
Chris Lau,Another concern that immediately sprung to mind as a journalist covering HK is which opposition figure I can go to for comments if the 47 ends up not being granted bail https://t.co/GBhWGILso7,2021-02-28 12:28:29
Chris Lau,"It’s also important to note that while whether to grant bail under NSL will be a case-by-case decision made by a judge,  but so far no people charged have been granted bail under NSL offences which come with a higher bail threshold",2021-02-28 09:38:38
Chris Lau,This came just days after the HK gov unveiled its latest legislative proposal to lay out oath-taking requirements for holders of official posts. The requirements include outlawing any form of referendum,2021-02-28 06:42:38
Chris Lau,47 opposition candidates who took part in last year’s non-official primary the camp held have been charged under national security law. This would mean the NSL is now used to target some of the mildest democrats https://t.co/zyB6wfS62e,2021-02-28 06:39:46
Chris Lau,But the pic shows a Hong Kong passport (which I assume the story is referring to applications by Chinese passport holders)? https://t.co/nEidiP9ezg,2021-02-24 06:35:06
Chris Lau,"With HK opposition lawmakers almost all resigned or ousted amid Beijing’s tightening grip, NGOs, civil society struggle with an increasingly monolithic Legislature and lament lack of allies https://t.co/wtniZmEpCS",2021-02-23 11:51:36
Chris Lau,"After taking the oath, officials should not  indiscriminately veto gov’s bills in an attempt to prevent the gov from functioning normally, over throw the gov or chief executive",2021-02-23 11:37:08
Chris Lau,"Under HK’s gov latest proposed bill to consolidate Beijing’s oath requirement for officials, anyone advocating a “referendum” could face disqualifications, an apparent move to stem opposition camp’s primary seen last year

https://t.co/tIfzAe0hLH https://t.co/tIfzAe0hLH https://t.co/DaaJiHAICJ",2021-02-23 11:30:39
Chris Lau,Even though the pro-Beijing camp already has what it takes to decide who the next leader in HK should be with the current set up https://t.co/JhXLBxD1CE,2021-02-22 12:13:46
Chris Lau,"Top Beijing official overseeing Hong Kong declares ‘patriots’ must hold key roles in city’s executive, judiciary, legislature and statutory bodies https://t.co/9LaBfQBu4Z",2021-02-22 06:22:47
Chris Lau,"With the national security law now in place, new uni student union head in HK says they will have to navigate a legal minefield for holding events as straightforward as an exhibition https://t.co/ESqd73X6GO https://t.co/gCyCaHnWUA",2021-02-22 02:41:26
Chris Lau,"As HK gov tightens grip on education with tough guidelines in the name of national security, schools are worried whether they could still commemorate June 4 crackdown in the only place in China where mass ceremonies were allowed to take place https://t.co/Hlr2iQASGJ https://t.co/UxmGU4Gcu7",2021-02-22 02:31:19
Chris Lau,"Ten years later, this is the gov’s line:
“Mr Li Will ensure that RTHK fully abide by the Charter of RTHK.” https://t.co/7FbEtG5h5p",2021-02-19 05:01:23
Chris Lau,"When the last civil servant Roy Tang took helm of RTHK in 2011, the gov's press release says: ""Tang will ensure that RTHK's editorial independence will be adequately safeguarded."" https://t.co/NRxoqGi7T0",2021-02-19 04:56:50
Chris Lau,"Just as the report recommended tighter grip by whoever in charge, the gov appointed dep sec for Home Affairs Patrick Li, a civil servant who's served many posts but broadcasting, to head RTHK, replacing current chief Leung Ka-wing, a former journo

https://t.co/J2BwjiT4IZ",2021-02-19 04:51:50
Chris Lau,"On lack of accountability, the task force says there is no clear divisions on editorial roles and records of procedures and decision-making. The task force suggests roles of editorial staff to be clearly defined, stressing chief editor and principal staff should make decisions",2021-02-19 04:39:30
Chris Lau,"The station has been accused by pro-gov supporters of bias against them. They have lodged loads of complaints against the station. The task force finds complaints are handled by the same production unit, amounting to conflict of interest",2021-02-19 04:33:12
Chris Lau,"A task force appointed by the government lashes out at RTHK in a damning report, saying it lacks a transparent complaint system, relies heavily on contract staff and freelancers, and a lack of accountability in the editorial department

https://t.co/5jzZND6g2g",2021-02-19 04:26:34
Chris Lau,ByteDance walks away from TikTok deal with Oracle after Donald Trump’s White House exit. A Beijing regulatory source says they have laid down guidelines which requires Chinese firms not to be seen bowing down to the US https://t.co/ol7ZFNPTTk,2021-02-15 03:22:39
Chris Lau,"HK’s RTHK will stop showing BBC programmes as part of Beijing’s tit-for-tat ban on the British public broadcaster. What about the rest of Hong Kong?

 https://t.co/zVMLqkJ85l",2021-02-12 02:59:24
Chris Lau,"A HK online radio host denied bail after being charged with colonial-era sedition offence over remarks including death to HK leader and her family, a call for HKers to look to civil movement in Ukraine and criticms on Beijing and national flag
 https://t.co/KXSCDc6JTr https://t.co/d0CVdWYVrY",2021-02-11 02:09:37
Chris Lau,HK opposition district councillors face disqualification as government is set to launch investigations to probe unpatriotic acts and acts offending national security law https://t.co/c5pKKyAqqy,2021-02-10 02:34:01
Chris Lau,HK leader Carrie Lam confirms Hong Kong ‘strictly enforcing’ policy of not recognising dual nationality so Chinese nationals with a foreign passport will not be entitled to consular support https://t.co/y318dUT5hV,2021-02-09 09:38:25
Chris Lau,This has been a much-snubbed issue for the past week as there have been a lot other more pressing items dominating the news cycle. But implications of a fake news law in HK can be grave. ⁦@cliffbuddle⁩ tells you why https://t.co/rIpdC4IY9d,2021-02-09 03:07:18
Damon Pang,"#HongKong ministers &amp; pro-#Beijing lawmakers share a moment as councillors queue for #COVID19 vaccines

Information overload here

#WhatsHappeningInHongKong

via @StandNewsHK https://t.co/6hdWkorufw",2021-03-22 07:06:09
Damon Pang,"#ICYMI Amid changing times in #HongKong, its legislature has changed mic stand such that press orgs can no longer show the logos of their mics. 

Secretariat says this was done to improve audio quality. 

Old pic (R) was from Oct 2019 amid the #HongKongProtests https://t.co/X0pyxV4Y0n",2021-03-22 05:49:09
Damon Pang,"This video below was the one worth HK$9 million - the board says the cost involves asking an international production house to make it, &amp; getting intl media &amp; social media platforms to carry it

https://t.co/EzpV3ojLr0",2021-03-22 05:18:43
Damon Pang,"#HK Tourism Board: this New Year countdown promo cost HK$9mil, but it’s worth it becuz it generated “60mil worth in economic benefits

Board’s Dane Cheng says the cost involve getting an Intl production house to make the 2-min clip, &amp; getting 110 intl &amp; social media to carry it https://t.co/e6CMVHKyzQ",2021-03-22 04:59:23
Damon Pang,#HK Tourism Board executive director Dane Cheng tells lawmakers the current “global political atmosphere” makes it hard to promote #HongKong positively; the board will focus on linkage with locals going forward &amp; not just on travel promos for overseas &amp; mainland travellers https://t.co/2ZSq7xvkEV,2021-03-22 04:23:04
Damon Pang,"Leung says if the #HongKong bars are still ordered to close through the Easter holidays early next month, he estimates that half of the industry, or around 700 establishments, will close down

He says around 200 some pubs have already gone out of business because of the #pandemic",2021-03-21 07:46:59
Damon Pang,"Chair of bartender union, Cat Hou (R): I feel sector’s being held hostage after #HongKong Govt says some closed sector can reopen if #COVID19 inoculation rate is satisfactory. “I think many of us don’t trust Govt anymore; it’s the same tactic as universal testing &amp; tracing app” https://t.co/ikR6eTs11o",2021-03-21 07:42:59
Damon Pang,"Ben Leung, chair of #HK Bar &amp; Club Association, says he feels sector is being held ransom after Govt says there might be relaxation of anti-#Covid rules if there’s high vaccination rate; he’s taken the jabs himself but he called on Govt NOT to bundle reopening &amp; the jabs together https://t.co/Qp7SLWYZrd",2021-03-21 07:22:39
Damon Pang,#HongKong pub operators upset at “unscientific &amp; discriminatory” Govt measure to require them to close amid #COVID19 pandemic; they say unlicensed pubs are getting off with fines but one licensed operator was jailed for months for operating 2 extra hrs when it was allowed to open https://t.co/pAS7Wz5oZC,2021-03-21 06:59:41
Damon Pang,"#HongKong Centre for Health Protection’s Chuang Shuk-kwan says 3 of 13 new #HK #Covid-19 cases are related to URSUS fitness gym, but all from quarantine centres. She says need to observe a couple more days b4 she can declare that outbreak, at 138 infections now, is under control https://t.co/LPlfFnDOx9",2021-03-19 08:58:15
Damon Pang,"Fan made the announcement through a social media entry

https://t.co/uaFktI2yfH https://t.co/ftQ9CVNbPm",2021-03-17 04:40:18
Damon Pang,Otherwise known as “loyal opposition “? https://t.co/TR4beoz0Mr,2021-03-17 04:38:30
Damon Pang,"#JUST_IN: #HongKong Executive Council approves fare hike for local franchised buses, ranging from 5.8% (KMB) to 12% (Citybus), effective 4 Apr 2021

https://t.co/Hnh7SpX0hR",2021-03-16 08:20:07
Damon Pang,Sth wrong with the original image... https://t.co/xLOFfICZyL,2021-03-11 10:14:18
Damon Pang,Story’s a little different in Chinese: https://t.co/SY3gBpBkHX,2021-03-11 10:12:46
Damon Pang,First question taken by #HongKong Chief Executive Carrie Lam at presser about electoral system overhaul is from state media CCTV https://t.co/BcomRMtsRC,2021-03-11 10:08:25
Damon Pang,#HongKongPolice chief Chris Tang was slower to issue a statement expressing support for #Beijing’s overhaul of the #HongKong electoral system than a few of his counterparts in the disciplined forces https://t.co/eRcCmtTUhi,2021-03-11 09:05:29
Damon Pang,"Pro-#Beijing lawmaker Alice Mak (centre) from the Federation of Trade Unions: enough of the local friction that lasted for 20 some years. Each time there’s an election, the society was more split, &amp; the livelihood problems in #HongKong worsened https://t.co/TcxHnO3bxE",2021-03-11 08:21:34
Damon Pang,"Chair of the biggest pro-#Beijing party in #HongKong, DAB’s Starry Lee, says the overhaul of the election system in #HK is the latest good news since the central govt passed the National Security Law #NSL for Hong Kong https://t.co/Tvv2MDmw48",2021-03-11 08:08:32
Damon Pang,"The length of the #HongKongPolice car queue outside High Court, where some of the 47 #HongKong pro-democracy suspects accused of violating #NSL are, gets longer &amp; longer https://t.co/HOCKWbR7qp",2021-03-11 06:30:32
Damon Pang,"“See you 10 years later”, Ng Kin-wai said as he was escorted away from court 

#HongKong #NSL https://t.co/fSyFJJToUm",2021-03-11 04:02:52
Damon Pang,"Reporters were twice asking Professor Hung why #HongKong was giving the elderly the Sinovac vaccines when the mainland don’t, but not why exactly the mainland don’t ...",2021-03-08 11:53:05
Damon Pang,"Hung said his expert panel unanimously ruled that the second death case - a 55y.o. woman who passed days after she took a vaccine - is unrelated to the Sinovac jabs - although the final report will be released later

Experts say too little info now on third death this morning",2021-03-08 11:49:44
Damon Pang,"Ivan Hung, the Govt-appointed exert on #COVID19 vaccine incidents, says it’s hard to comment on why mainland #China don’t give Sinovac jabs to ppl aged 60+ but #HongKong does; “the mainland may extend the scheme to 60+...hard to comment on their approach” .... https://t.co/uFHQEWmElB",2021-03-08 11:46:51
Damon Pang,"Unionist Carol Ng, currently remanded as one of 47 activists charged with conspiring to commit subversion over unofficial primaries for the cancelled #2020Legco poll, has resigned as chair of the Confederation of Trade Unions, says the pro-democracy CTU #NSL #HK #HongKong",2021-03-06 15:02:41
Damon Pang,"FCs = functional constituencies;

Previous post had the number of seats in Macau wrong; but the ratio was correct",2021-03-05 12:02:22
Damon Pang,"That is, of course, if all the #Legco candidates get nominated by the election committee dominated by pro-#Beijing forces",2021-03-05 12:00:44
Damon Pang,"Repost cuz of typos: 

According to HK01’s report, quoting sources, after #Beijing increases the amount of #Legco seats for #HongKong from 70 to 90, the number of directly elected seats will go down from the existing 35 to 20. 

A quick comparison between the 2 SARs, #HK &amp; Macau https://t.co/a0e5cHdJwW",2021-03-05 11:59:40
Damon Pang,"VIDEO in link:

https://t.co/z5Q7U6GIY0 https://t.co/QHRUqxiBac",2021-03-05 03:58:03
Damon Pang,"#HongKongPolice have cordoned off the area near West Kowloon court, allowing only credited press to film the vehicles taking the #NSL suspects away.

In past cases involving #HongKongProtests defendants,  supporters had been seeing them off in streets nearby https://t.co/xeXN3hl76V",2021-03-04 14:00:32
Damon Pang,"Nicole Yu (in white), newly-wed of #NSL suspect Lester Shum, says she’s saddened but had expected the bail denial

She says although she’s been in court the past 4 days, she’s not been allowed to meet her husband, “I can only see him from a tiny TV screen” in the room next door https://t.co/6g3Td8WBVD",2021-03-04 13:31:11
Damon Pang,Magistrate said 25 defendants were refused bail because there’s insufficient grounds to believe they won’t endanger national security; they will appear in West Kowloon Court 12 Mar; 15 defendants who were granted bail will have to be brought to court within 48 hours,2021-03-04 12:24:17
Damon Pang,"Prosecution says Secretary for Justice seeks review of granting of bail (appeal), magistrate says he must remand defendants right away pending next hearing; there’s no room to argue this",2021-03-04 12:16:53
Damon Pang,Prosecution says Secretsry of Justice seeks review of granting of bail (appeal); magistrate says once this application is made i must remand the 15 defendants,2021-03-04 12:11:42
Damon Pang,#BREAKING #HongKong West Kowloon Court has granted bail to 15 of #NSL47 pro-democracy activists accused of conspiring to commit subversion https://t.co/SQD6hYO9Ht,2021-03-04 11:59:06
Damon Pang,"Over the #NSL47 case, should be reporting on the arguments from both sides over the bail hearing https://t.co/spbmsUwfEj",2021-03-04 09:16:00
Damon Pang,"During a break of the #NSL47 bail hearing where #HongKong pro-democracy activists are charged with conspiring to commit subversion, Lester Shum @LesterShum &amp; Gwyneth Ho @KwaiLamHo did a giant heart using their bodies as they did a little dance

Something like the pic below https://t.co/ISAO62rW7C",2021-03-04 08:34:12
Damon Pang,"In Ming Pao op-ed, Tian Feilung says #Beijing doesn’t need “loyal garbage” or rubberstamp, but able patriots under a new election system

Legal scholar’s a director of #BJ’s top think tank on #HK, the Chinese Association of #HongKong and Macau Studies

https://t.co/FZbY9sOWSn",2021-03-03 06:42:34
Damon Pang,"Taking 47 pro-democracy activists to court on charges of conspiracy to commit subversion under the #NSL is apolitical, says the #HongKong government’s Department of Justice

https://t.co/458T5bmL9z https://t.co/Z1MOn23Nks",2021-03-02 14:13:06
Damon Pang,"“refuse to disclose whether the lawyer was arrested, and if so, under what charge”

Reports at the scene say the lawyer was holding legal documents apparently trying to get into the court building 

#HongKong #HK",2021-03-01 14:32:35
Damon Pang,"Legal source: a lawyer assisting in the case of 47 #HongKong pro-democracy activists has been taken away/arrested outside West Kowloon Court Building, where a hearing for bail applications for those charged is still taking place

Source said #HongKongPolice at scene.... https://t.co/hHNRS8xHOw",2021-03-01 14:30:57
Damon Pang,There you have it in black &amp; white https://t.co/m1vd4rAip7,2021-03-01 07:09:17
Damon Pang,"Fan was speaking after attending a SZ seminar hosted by #Beijing’s director of #HongKong &amp; Macau Affairs Office, Xia Baolung 4/4",2021-02-28 08:04:59
Damon Pang,"&amp; also as reported earlier, Fan said there should be 10 geographical constituencies instead of 5, arguing that “it’s not representative enough” to have candidates elected with less than 10% of votes under proportional representation system 3/4",2021-02-28 08:03:49
Damon Pang,"Such nomination would “ensure only patriots are elected”, says Fan. The 110 or so district council members who’d have a vote in #ChiefExec race would be replaced by ex-officio members from #China’s advisory body, #CPPCC; 5 #Legco superseats would be scrapped 2/n",2021-02-28 07:58:56
Damon Pang,"Former delegate to #Beijing’s legislature #NPCSC, Rita Fan in Shenzhen: proposed electoral reforms for #HongKong including requiring #Legco hopefuls to get nominated by those who hv a vote for #HK leader before they’d run

&amp; as indicated earlier, scrapping #Legco superseats; 1/n",2021-02-28 07:54:29
Damon Pang,"#HongKong Exco member Regina Ip has called for an end to “Cultural Revolution style” attack of newly promoted Health Bureau perm sect Vivian Lau

Pro-#Beijing papers accuse Lau of being unpatriotic by “conniving” #HKProtests Lennon Walls as ex FEHD head

https://t.co/C3ygcG9VVk https://t.co/UnC5g12gDz",2021-02-27 15:00:50
Damon Pang,"ICYMI:

#HongKong team &amp; Eastern goalkeeper Edmond Yapp told #RTHK he thinks the pitch upgrades will serve as a good chance for young players to get involved in #football

You can listen 🎧 to the full interview below:

https://t.co/gWaUyDPfZI https://t.co/KBXszwWHiD",2021-02-25 00:09:18
Damon Pang,"I thought when he was introducing the proposal, minister Tsang said it was for the DoJ to initiate legal proceedings &amp; for the courts to disqualify if needed?

🤷🏻‍♂️ https://t.co/Lvidebsf6S",2021-02-23 09:45:04
Damon Pang,"Between 1997 &amp; 2004, political reform in #HongKong has a 3-step process, involving “filing the package to NPCSC for record”; that was changed to a 5-step process by #Beijing’s 2nd Basic Law interpretation in 2004: one of the steps added was that NPCSC has to agree to proposal https://t.co/egpVeabCaN",2021-02-22 13:03:38
Damon Pang,"Anyone “anti-China”, or attacks the Chinese Communist Party #CCP (among other things), cannot run in #HongKong elections, says Xia Baolung, head of #Beijing’s office on #HK &amp; Macau Affairs https://t.co/TnLJAtKBb0",2021-02-22 05:30:47
Damon Pang,"*the term used in the Eng press release by the Govt is “(contract) agreement resolved early by mutual consent”

In Chinese it’s 提前解約, which actually translates as early termination",2021-02-19 02:23:19
Damon Pang,#HK Govt says it has yet to identify a suitable candidate in the original open recruitment exercise for a new #RTHK head to replace Leung; it says it still wants to “groom officers from within RTHK for advancement to senior positions” in accordance with established mechanism,2021-02-19 01:58:51
Damon Pang,"The words used by the Govt is different but apparently Leung Ka-wing’s contract is being terminated “by mutual consent”

This comes a day after Leung took responsibility for following Beijing’s ban &amp; cutting the station’s #BBC relay",2021-02-19 01:56:37
Damon Pang,"Govt says in statement that Patrick Li will ensure #RTHK fully abides by its Charter

Li is another administrative officer appointed to head the public service broadcaster, after Roy Tang served the role between 2011-15

Govt’s release on Li:
https://t.co/xM85GW1HBS",2021-02-19 01:53:00
Damon Pang,"#BREAKING: #HongKong Govt names Patrick Li as the new head of #RTHK, replacing veteran journalist Leung Ka-wing.

Li, an AO, will take over as Director of Broadcasting on 1 March; Govt says Leung was due to finish his contract in August, &amp; it will be resolved “by mutual consent” https://t.co/HrXpFlPxVz",2021-02-19 01:50:52
Damon Pang,"LISTEN: Tarzan, the bald DJ who’s sent to quarantine becuz he was “in contact” with an RTHK hair dresser who came down with #COVID19, jammed a song with 2 other musicians also in isolation &amp; proclaimed they’re 1st isolated zoom band 

Music from 5:15

https://t.co/8H1CdnvqMn https://t.co/k15QHVSsdR",2021-02-18 14:45:50
Damon Pang,"I remember vividly that one time I called Mr Ngan on his mobile for a reaction to a story, he didn’t pick up, so l looked up his work landline on the Govt phone directory

He answered, but added he’d rather not talk becuz that’s his work no. (&amp; that he’s providing service w/it) https://t.co/AdPrNcvZ9b",2021-02-18 07:50:08
Damon Pang,https://t.co/rYFXgWFDkP https://t.co/8eK8oFPDDp,2021-02-16 13:22:01
Damon Pang,"Murder suspect Chan Tong-kai’s still living in a safe house under #HongKongPolice protection &amp; without a timetable to turning himself into #Taiwan authorities, says Rev Peter Koon (R)

#HK Govt tried &amp; failed to use Chan’s case to amend extradition bill amid #HongKongProtests https://t.co/vPj6dSQu6R",2021-02-16 05:11:21
Damon Pang,"#RTHK is following the footsteps of #Beijing &amp; will stop relaying #BBC world service &amp; news weekly from tonight at 11pm

https://t.co/gxv0Ebttdx

Happy Year of the Ox by the way https://t.co/HJybKJiBG5",2021-02-12 01:06:39
Damon Pang,"A documentary on the #HongKongProtests, Do Not Split (不割蓆), has made it to the shortlist of the #Oscars2021 in Documentary Short Subject. It’s directed by Anders Hammer

https://t.co/F15XO0dJcl",2021-02-10 03:42:30
Damon Pang,"#Beijing’s top official in #HongKong, Luo Huining, says no one can stop #China’s development under the #CCP leadership, as Chinese Communist Party celebrates its 100th anniversary this year. 

“World’s seen strength of CCP governance sys becuz of #Covid”

https://t.co/n49Uuv4nUG https://t.co/gw9A3cxHyr",2021-02-05 09:32:50
Damon Pang,"#HongKong civil service minister Patrick Nip (who was prev in charge of voluntary universal #Covid testing scheme): Govt will look to expand #Covid19 testing &amp; contact tracing in next fortnight as, despite a lower case avg in past week, local epidemic situation remains up &amp; down https://t.co/RJ2uF3EdAA",2021-01-31 07:55:39
Damon Pang,"Minority rights advocacy group #HongKong Unison: 

“Nabela Qoser is a shining example of a Hongkonger of ethnic minority background who has succeeded through hard work &amp; is contributing to #HK. All kinds of hatred of her...contributes to discrimination”

https://t.co/kBxV1GHBm6 https://t.co/DkLtwKChni",2021-01-29 11:04:34
Damon Pang,"The #HongKong Govt is to launch a public consultation later today on whether to require people to register with their real names before being allowed to buy phone SIM cards

Secretary for Commerce and Economic Development, Edward Yau, among officials to speak at 2:30pm",2021-01-29 04:32:22
Damon Pang,"@haritho I didn’t remember at first tbh, hahaha

But yeah I figured before u said it",2021-01-28 13:05:52
Damon Pang,"Quite some journalists were there to film the start of the “ambush” though, unlike the first time on Tuesday https://t.co/Dx71i4rC55",2021-01-28 11:30:17
Damon Pang,"President Xi Jinping told Chief Executive Carrie Lam that ‘patriots’ must rule #HongKong for the SAR to maintain stability and prosperity, while safeguarding the practice of One Country, Two Systems and the entire constitutional order

https://t.co/A8YRMFNxZL",2021-01-27 13:20:23
Damon Pang,🤔 https://t.co/9B4w6aql7p,2021-01-21 14:42:59
Damon Pang,❤️ love it https://t.co/IVAhHk80v4,2021-01-21 09:43:33
Damon Pang,"I dunno who Alvin spoke to;

But a leading local lawyer told me privately that the cab-rank rule doesn’t apply to David Perry, becuz he’s a visiting barrister &amp; he’s to apply for admission to #HongKong bar each &amp; every time he gets instructed

This was affirmed by DoJ statement https://t.co/rzUySub57P",2021-01-20 07:54:12
Damon Pang,"JUST IN: David Perry QC has told #HongKong’s Department of Justice he’s not coming to #HK to prosecute pro-democracy activists over 2019 #HongKongProtests, citing pressure he’s been under in the #UK

DoJ says another counsel has been appointed instead

https://t.co/AUhaaxxCI9 https://t.co/Bo47CES5JK",2021-01-20 03:38:58
Damon Pang,"No apology from the minister for the inconvenience caused, as some vendors have already made other arrangements after the initial cancellation https://t.co/f1xWlBF87r",2021-01-19 11:45:26
Damon Pang,Who should be considered “Anti-China media” ? https://t.co/NPnvZart5A,2021-01-18 04:39:28
Damon Pang,"Centre for Health Protection’s Chuang Shuk-kwan says she doesn’t have the exact figures with her, but she said there were “quite some” of the 80 odd preliminary cases coming from Jordan/Yau Ma Tei area, where there’s been 99 confirmed #COVID19 cases in past 3 weeks",2021-01-17 09:10:30
Damon Pang,"#HongKong confirms 55 new #COVID19 cases, with another 80 preliminary positive. One of the confirmed cases is an elderly woman in a care home in Shum Shui Po, with some 60 people there evacuated to quarantine https://t.co/qBDs0397DU",2021-01-17 08:36:31
Damon Pang,"Xie said the way to resolve the matter, &amp; that of #HongKong, has to be based on the rule of law; civilization &amp; the rule of law, he said, is the only way to maintain order at the border, national sovereignty &amp; safety as well as good social governance",2021-01-13 09:56:54
Damon Pang,"1 of Lu’s rep, Xie Yanyi, said at the hearing the #12Hkyouths case could’ve been a gd chance to implement &amp; perfect the constitution, for the mainland &amp; #HongKong to find a harmonious development; but he said the authorities were hostile towards the professional work of lawyers.. https://t.co/r6f3qZSJKb",2021-01-13 09:54:07
Damon Pang,"#thread 

#RTHK https://t.co/xuLzyO7YfJ",2021-01-13 08:52:21
Damon Pang,"Ernest Lin says he kicked people wearing this face mask out of his courtroom not becuz of the yellow colour, but becuz there’s a political slogan

The court shouldn’t be a place for people to express political views, he said https://t.co/MlWMKg6GJc",2021-01-13 07:19:01
Damon Pang,"Ming Pao, quoting sources, reports that this was indeed the first time the #NSL was cited to ban a website in #HongKong

#NationalSecurityLaw
#NationalSecurity https://t.co/GSriWOEAFm",2021-01-08 12:20:39
Damon Pang,"In response, #HongKongPolice say they won’t comment on individual cases; but cited powers they have under the #NSL implementation rules as saying they can ask ISPs to ban websites “likely to constitute offense endangering national security or cause offense’s occurance” https://t.co/3kQUhvFFBz",2021-01-08 09:17:24
Damon Pang,"In #Beijing, the foreign ministry says the rights &amp; freedoms enjoyed by the people of #HongKong are not affected, as spox Hua Chunying expresses support for #HongKongPolice doing their job in accordance with the law following the #NSL arrests

“China &amp; #HK have the rule of law” https://t.co/HvWU4beiy2",2021-01-06 09:34:25
Damon Pang,"Basic Law article 52: 

https://t.co/MorNCCGWe6",2021-01-06 07:08:58
Damon Pang,"Asked whether it’s the #HongKong #Legco right under Basic Law to veto a budget, rather than affecting Govt functions as he claimed, #HK Security chief John Lee stressed pro-democracy suspects vowed to vote down budget no matter what; “vetting budget is lawmakers’ responsibility” https://t.co/yJtt9lKVlo",2021-01-06 07:05:01
Damon Pang,"#HongKong Security minister John Lee says the #HongKongPolice mass arrests target “active elements” who are suspected of subversion, but not against voters who took part in “so-called primary elections” last July https://t.co/YZDghuatZU",2021-01-06 05:35:28
Damon Pang,Law firm.. https://t.co/edI1Wpzk0e,2021-01-06 02:05:37
Damon Pang,Dozens of #Legco hopefuls arrested on suspicion of subversion under #NSL https://t.co/HlCq4UMxsu,2021-01-05 23:26:54
Damon Pang,"Geoffrey Ma: the #NationalSecurityLaw has specific references about the need to pay regard to fundamental rights, free press, &amp; the need to abide by the Basic Law

#NSL https://t.co/vVj9Qvg8Jl",2021-01-05 04:10:27
Damon Pang,"Outgoing Chief Justice in #HongKong, Geoffrey Ma, says if people think there needs to be a judicial reform becuz they don’t win every single lawsuit, that’s not a good reason, &amp; most of the public won’t accept that

Beijing’s been drumming up calls for reform https://t.co/NzVuZFxLl9",2021-01-05 03:50:50
